#Gn	Domain	Start	End	Eval
BCAR3	SH2	154	234	1.7e-13
BCAS2	BCAS2	12	215	5.9e-86
BCAS3	BCAS3	577	792	5e-26
BCAS3	WD40	344	378	0.31
BCAT1	Aminotran	94	343	5e-30
BCAT2	Aminotran	100	350	3.4e-29
BCCIP	BCCIP	56	256	3.3e-58
BCDIN3D	Bin3	158	263	3.3e-19
BCDIN3D	Methyltransf	71	191	0.0016
BCHE	AChE_tetra	565	599	3.6e-20
BCHE	COesterase	31	550	1.5e-179
BCKDHA	E1_dh	106	405	2.9e-115
BCKDHB	Transketolase_C	262	380	1.9e-35
BCKDHB	Transket_pyr	70	245	2.2e-43
BCKDK	BCDHK_Adom3	73	222	6.2e-41
BCKDK	HATPase_c	268	401	5.6e-13
BCL10	CARD	19	101	8.9e-18
BCL11A	BSP_II	444	515	0.0027
BCL11A	zf-C2H2	170	193	0.2
BCL11A	zf-C2H2	379	399	6.8e-05
BCL11A	zf-C2H2	405	427	0.0025
BCL11A	zf-C2H2	743	764	0.0062
BCL11A	zf-C2H2	743	764	5.6e-06
BCL11A	zf-C2H2	800	823	0.00012
BCL11A	zf-C2H2	800	823	0.0019
BCL11A	zf-H2C2	391	414	3.8e-06
BCL11A	zf-H2C2	756	780	2.9e-07
BCL11A	zf-H2C2	770	792	4.1e-05
BCL11A	zf-H2C2	785	806	0.062
BCL11B	zf-C2H2	429	449	8.9e-05
BCL11B	zf-C2H2	455	477	0.0047
BCL11B	zf-C2H2	797	818	0.0067
BCL11B	zf-C2H2	797	818	6.1e-06
BCL11B	zf-C2H2	854	877	0.00019
BCL11B	zf-C2H2	854	877	0.0024
BCL11B	zf-H2C2	441	463	1e-05
BCL11B	zf-H2C2	810	834	3.1e-07
BCL11B	zf-H2C2	824	846	4.5e-05
BCL2A1	Bcl-2	37	140	8.3e-25
BCL2	Bcl-2	97	195	2e-28
BCL2	BH4	9	32	1.9e-13
BCL2L10	Bcl-2	49	163	8.5e-22
BCL2L11	Bclx_interact	136	166	4.8e-18
BCL2L11	Bim_N	4	40	1.5e-19
BCL2L13	Bcl-2	104	200	1.2e-10
BCL2L13	CEND1	430	485	0.0046
BCL2L14	Bcl-2	243	315	0.0012
BCL2L1	Bcl-2	90	188	1.1e-30
BCL2L1	BH4	1	26	1.8e-14
BCL2L2	ABATE	133	186	0.003
BCL2L2	Bcl-2	46	144	1.6e-27
BCL2L2	BH4	7	30	2.6e-11
BCL3	Ank	132	199	8.8e-08
BCL3	Ank	187	271	5.5e-13
BCL3	Ank	243	296	1.7e-12
BCL3	Ank	280	358	1.1e-08
BCL6B	BTB	28	134	5.7e-25
BCL6	BTB	22	128	1.6e-27
BCL6B	zf-C2H2	328	350	0.032
BCL6B	zf-C2H2	356	378	0.00046
BCL6B	zf-C2H2	356	378	0.0061
BCL6B	zf-C2H2_3rep	441	465	0.9
BCL6B	zf-C2H2	412	434	0.00075
BCL6B	zf-C2H2	412	434	0.037
BCL6B	zf-H2C2	342	366	4.4e-06
BCL6B	zf-H2C2	370	394	1e-06
BCL6B	zf-H2C2	398	422	1.6e-05
BCL6B	zf-H2C2	427	450	5.4e-05
BCL6	zf-C2H2	546	568	0.016
BCL6	zf-C2H2	574	596	0.021
BCL6	zf-C2H2	574	596	4.2e-05
BCL6	zf-C2H2	602	624	0.014
BCL6	zf-C2H2	602	624	0.051
BCL6	zf-C2H2	630	652	0.00064
BCL6	zf-C2H2	630	652	0.013
BCL6	zf-C2H2	658	681	0.25
BCL6	zf-C2H2_jaz	518	536	0.24
BCL6	zf-H2C2	532	555	0.083
BCL6	zf-H2C2	560	584	3.3e-05
BCL6	zf-H2C2	588	612	1.4e-06
BCL6	zf-H2C2	616	640	8e-05
BCL6	zf-H2C2	645	668	4.2e-05
BCL7A	BCL_N	4	51	7.2e-29
BCL7B	BCL_N	4	51	1.7e-28
BCL7C	BCL_N	4	51	6e-27
BCL9	BCL9	350	388	1.3e-17
BCL9L	BCL9	398	431	4.3e-15
BCLAF1	THRAP3_BCLAF1	108	760	5.2e-153
BCLAF3	THRAP3_BCLAF1	2	649	7.7e-225
BCO1	RPE65	7	518	2.9e-123
BCO2	RPE65	62	578	2.7e-126
BCOR	Ank	1467	1558	2.9e-15
BCOR	BCOR	1202	1414	2.5e-81
BCORL1	Ank	1433	1517	5.8e-11
BCORL1	PUFD	1594	1708	1.5e-48
BCORP1	BCOR	2	136	1.5e-35
BCOR	PUFD	1634	1746	7.2e-53
BCR	Bcr-Abl_Oligo	3	75	1.2e-39
BCR	C2	913	1007	6.3e-06
BCR	PH	704	770	3.5e-08
BCR	RhoGAP	1068	1218	2.5e-48
BCR	RhoGEF	503	689	1.3e-34
BCS1L	AAA	201	244	0.014
BCS1L	AAA	227	354	8.7e-18
BCS1L	BCS1_N	25	191	1.6e-45
BDH1	adh_short	56	241	8.2e-42
BDH2	adh_short_C2	14	244	1.8e-62
BDKRB1	7tm	54	312	2.3e-51
BDKRB2	7tm	74	332	1.1e-56
BDNF	NGF	134	244	4.6e-46
BDNF	NTF3_N	88	113	0.00053
BDP1	Myb_DNA-bind	293	379	2e-26
BEAN1	Myc_target	21	96	0.0017
BECN1	APG6	264	445	5.5e-76
BECN1	APG6_N	135	261	1.8e-31
BECN1	BH3	105	129	8.2e-17
BECN2	APG6	246	426	3.4e-59
BECN2	APG6_N	116	242	3.7e-26
BEND2	BEN	505	577	2.2e-09
BEND2	BEN	690	760	1.9e-11
BEND3	BEN	265	340	4.2e-20
BEND3	BEN	409	480	8.2e-14
BEND3	BEN	572	646	3e-16
BEND3	BEN	738	812	7.9e-20
BEND4	BEN	415	487	5.8e-06
BEND5	BEN	323	400	1.7e-15
BEND5	T4SS	183	247	0.0021
BEND6	BEN	191	259	2.3e-12
BEND7	BEN	311	390	2.9e-18
BEST1	Bestrophin	9	316	6.6e-92
BEST2	Bestrophin	9	316	3.7e-97
BEST3	Bestrophin	9	316	2e-94
BEST4	Bestrophin	9	331	1.3e-96
BET1	Sec20	34	116	0.00018
BEX1	BEX	14	121	5e-29
BEX2	BEX	14	124	3.2e-29
BEX3	BEX	1	107	1.3e-23
BEX4	BEX	15	116	3.1e-27
BEX5	BEX	1	107	2.3e-24
BFAR	SAM	181	247	7.6e-09
BFAR	zf-C3HC4	34	73	1.9e-08
BFAR	zf-C3HC4	34	73	5.2e-07
BFAR	zf-C3HC4	34	73	8.1e-08
BFSP1	Filament	43	188	3.7e-16
BFSP1	LemA	236	278	0.0053
BFSP2	Filament	114	414	1.9e-53
BGN	LRR	160	216	1.3e-07
BGN	LRR	230	289	4e-09
BGN	LRR	277	315	3.9e-05
BGN	LRR	93	150	9.9e-14
BGN	LRRNT	62	88	9e-11
BHLHA15	HLH	76	127	1.3e-17
BHLHA9	HLH	66	117	2e-09
BHLHB9	Arm	321	541	1.3e-82
BHLHE22	HLH	244	294	6.5e-14
BHLHE23	HLH	102	152	2e-13
BHLHE40	Hairy_orange	141	179	2.2e-11
BHLHE40	HLH	56	107	1.5e-12
BHLHE41	Hairy_orange	131	170	1.4e-09
BHLHE41	HLH	48	99	1.4e-12
BHMT2	S-methyl_trans	23	305	5.1e-48
BHMT	S-methyl_trans	23	314	1.5e-51
BICC1	KH	134	201	9.5e-16
BICC1	KH	187	242	8.4
BICC1	KH	287	349	5.4e-13
BICC1	KH	336	391	0.1
BICC1	KH	78	123	0.00058
BICC1	SAM	879	933	5.4e-14
BICD1	Bap31_Bap29_C	15	70	5.8e-05
BICD1	BicD	74	799	0
BICD2	BicD	83	801	0
BICDL2	HAP1_N	54	104	0.0011
BICRA	GLTSCR1	1092	1191	7.5e-34
BICRAL	GLTSCR1	711	811	1.9e-30
BID	BID	3	192	2.6e-93
BIK	bcl-2I13	1	159	3.9e-78
BIN1	BAR	19	264	2.1e-40
BIN1	SH3	527	590	1.8e-09
BIN2	BAR	18	236	9.3e-36
BIN3	BAR	16	224	2.3e-23
BIRC2	BIR	187	250	4.4e-20
BIRC2	BIR	272	336	1.4e-21
BIRC2	BIR	49	114	2.8e-19
BIRC2	CARD	459	540	2.2e-23
BIRC2	zf-C3HC4	568	610	2e-14
BIRC3	BIR	172	235	3e-21
BIRC3	BIR	258	322	5e-20
BIRC3	BIR	32	97	5.1e-20
BIRC3	CARD	446	526	2.9e-20
BIRC3	zf-C3HC4	554	597	6.5e-15
BIRC5	BIR	18	87	2e-24
BIRC6	BIR	289	359	2.5e-20
BIRC6	BIRC6	3463	3618	4.6e-66
BIRC6	UQ_con	4577	4733	5.3e-30
BIRC7	BIR	90	154	2.2e-20
BIRC7	zf-C3HC4	249	291	8.2e-13
BIRC8	BIR	7	69	2.5e-18
BIRC8	zf-C3HC4	186	228	3.4e-13
BLCAP	BC10	1	65	7.8e-27
BLK	PK_Tyr_Ser-Thr	241	489	2.2e-91
BLK	SH2	124	205	2e-22
BLK	SH3	64	110	1.2e-14
BLM	BDHCT	372	411	5.4e-21
BLM	BDHCT_assoc	425	647	8.3e-122
BLM	BLM_N	1319	1378	1.6e+02
BLM	BLM_N	1	368	5.3e-168
BLM	DEAD	671	838	2.3e-19
BLM	Helicase_C	883	983	2.8e-14
BLMH	Peptidase_C1	6	451	5.8e-209
BLM	HRDC	1217	1281	8.4e-12
BLM	RecQ_Zn_bind	995	1067	1.1e-16
BLM	RQC	1072	1196	5.4e-16
BLNK	SH2	346	429	2.1e-11
BLOC1S1	GCN5L1	33	145	7.6e-49
BLOC1S2	BLOC1	43	137	3e-36
BLOC1S3	BLOC1S3	16	187	9.9e-46
BLOC1S5	Muted	36	181	3.6e-57
BLOC1S6	Snapin_Pallidin	50	140	5.3e-24
BLVRA	Biliv-reduc_cat	133	243	5.5e-52
BLVRA	GFO_IDH_MocA	9	124	1.5e-20
BLVRB	NAD_binding	10	191	2.2e-37
BLZF1	DASH_Hsk3	181	226	1.3e-09
BMERB1	DUF3585	46	148	2.5e-18
BMF	BMF	5	183	1.8e-69
BMI1	RAWUL	162	226	6.8e-20
BMI1	zf-C3HC4	17	56	1.6e-10
BMP10	TGF_beta	323	423	1.2e-29
BMP10	TGFb_propeptide	55	256	4.2e-27
BMP15	TGF_beta	290	391	3.3e-27
BMP1	Astacin	129	320	1.3e-73
BMP1	CUB	322	431	9.5e-35
BMP1	CUB	435	544	1.8e-41
BMP1	CUB	591	700	3.9e-37
BMP1	CUB	747	855	2.4e-37
BMP1	CUB	860	973	3.9e-31
BMP1	FXa_inhibition	555	587	8.7e-10
BMP1	FXa_inhibition	707	742	2.1e-07
BMP2K	BMP2K_C	893	1161	1.2e-123
BMP2KL	BMP2K_C	106	123	49
BMP2KL	BMP2K_C	148	411	2.3e-113
BMP2K	Pkinase	54	310	2.2e-41
BMP2	TGF_beta	295	395	3.4e-34
BMP2	TGFb_propeptide	47	267	1.1e-51
BMP3	TGF_beta	369	471	6.1e-31
BMP4	TGF_beta	307	407	2.1e-33
BMP4	TGFb_propeptide	52	275	5.4e-51
BMP5	TGF_beta	353	453	4.3e-37
BMP5	TGFb_propeptide	32	304	5.1e-90
BMP6	TGF_beta	412	512	3.7e-38
BMP6	TGFb_propeptide	62	362	1.1e-91
BMP7	TGF_beta	330	430	9.2e-37
BMP7	TGFb_propeptide	35	280	6e-92
BMP8A	TGF_beta	301	401	4.6e-37
BMP8A	TGFb_propeptide	33	251	4e-63
BMP8B	TGF_beta	301	401	9.3e-37
BMP8B	TGFb_propeptide	33	251	3.2e-63
BMPER	C8	559	624	1.3e-18
BMPER	TIL	629	682	8.4e-11
BMPER	VWC	108	163	0.2
BMPER	VWC	166	224	1.2e-10
BMPER	VWC	238	289	3.9e-05
BMPER	VWC	301	357	2.2e-09
BMPER	VWC	64	105	0.00022
BMPER	VWD	364	511	2.3e-34
BMPR1A	Activin_recp	59	132	2.7e-12
BMPR1A	PK_Tyr_Ser-Thr	234	520	1.3e-37
BMPR1A	TGF_beta_GS	205	232	9.2e-16
BMPR1B	Activin_recp	30	105	1.2e-13
BMPR1B	PK_Tyr_Ser-Thr	204	489	1.7e-37
BMPR1B	TGF_beta_GS	175	202	2.6e-15
BMPR2	Activin_recp	49	126	2.3e-14
BMPR2	Pkinase	205	496	4e-32
BMS1	AARP2CN	231	316	3.4e-30
BMS1	GTP_EFTU	139	223	0.0032
BMS1	MMR_HSR1	85	113	0.023
BMS1	RIBIOP_C	817	1105	3.3e-98
BMT2	Bmt2	226	320	0.00021
BMX	BTK	119	147	1.3e-12
BMX	PH	7	110	3.8e-18
BMX	PK_Tyr_Ser-Thr	417	665	3e-95
BMX	SH2	296	377	3.9e-21
BNC1	zf-C2H2	720	743	0.25
BNC1	zf-C2H2_aberr	952	979	1.9
BNC1	zf-C2H2_jaz	929	949	0.007
BNC1	zf-met	358	377	0.0069
BNC2	zf-C2H2	1037	1058	0.0051
BNC2	zf-C2H2	835	856	0.037
BNC2	zf-met	442	461	0.0075
BNIP1	DUF5097	54	155	0.011
BNIP1	Sec20	134	224	8.7e-34
BNIP2	BNIP2	50	163	7.6e-34
BNIP2	CRAL_TRIO	166	300	1.4e-26
BNIP3	BNIP3	75	258	1.2e-72
BNIP3L	BNIP3	31	217	3.3e-71
BNIP5	CF222	14	652	0
BNIPL	BNIP2	84	211	2.3e-37
BNIPL	CRAL_TRIO	214	349	8.6e-30
BOC	fn3	485	559	2.7e-09
BOC	fn3	608	693	1.4e-13
BOC	fn3	719	802	2.9e-07
BOC	Ig	138	204	2e-05
BOC	Ig	231	303	3.9e-14
BOC	Ig	36	109	2.9e-10
BOC	I-set	323	406	2.5e-16
BOC	ISET-FN3_linker	409	473	6.2e-28
BOC	Izumo-Ig	285	320	0.28
BOD1	COMPASS-Shg1	55	150	5.8e-25
BOD1L1	COMPASS-Shg1	57	152	1.2e-22
BOD1L2	COMPASS-Shg1	42	137	6.2e-18
BOK	Bcl-2	70	171	1.2e-22
BOLA1	BolA	40	113	5.9e-27
BOLA2	BolA	13	79	1.8e-18
BOLA3	BolA	57	105	1.9e-11
BOLL	RRM	35	103	3.3e-20
BOP1	BOP1NT	144	402	1.8e-109
BOP1	WD40	408	440	3.5e-10
BOP1	WD40	655	688	0.0029
BOP1	WD40	706	745	5.1e-05
BORA	BORA_N	7	206	1.7e-75
BORCS5	LOH1CR12	61	191	4.6e-57
BORCS6	BORCS6	210	354	2.7e-49
BORCS7	BORCS7	1	103	5.3e-37
BORCS8	BORCS8	4	108	3.4e-39
BPGM	His_Phos	150	222	1.9e-05
BPGM	His_Phos	6	129	8.3e-26
BPHL	Abhydrolase	62	180	8.1e-20
BPHL	Hydrolase	225	275	0.0011
BPIFA1	LBP_BPI_CETP	58	233	6e-40
BPIFA2	LBP_BPI_CETP	62	227	3.6e-32
BPIFA3	LBP_BPI_CETP	52	219	1.3e-25
BPIFA4P	LBP_BPI_CETP	68	164	2.8e-08
BPIFB1	LBP_BPI_CETP	44	210	3.7e-34
BPIFB1	LBP_BPI_CETP_C	362	458	3.6e-06
BPIFB2	LBP_BPI_CETP	33	182	1.5e-23
BPIFB2	LBP_BPI_CETP_C	250	451	1.5e-27
BPIFB3	LBP_BPI_CETP	39	207	2e-26
BPIFB3	LBP_BPI_CETP_C	269	470	1.2e-22
BPIFB4	LBP_BPI_CETP	211	340	2e-28
BPIFB4	LBP_BPI_CETP_C	419	614	7.7e-27
BPIFB6	LBP_BPI_CETP	22	182	2.4e-30
BPIFB6	LBP_BPI_CETP_C	271	448	2.2e-19
BPIFC	LBP_BPI_CETP	38	208	7.5e-43
BPIFC	LBP_BPI_CETP_C	243	478	9.6e-39
BPI	LBP_BPI_CETP	44	214	2.5e-53
BPI	LBP_BPI_CETP_C	249	486	1e-100
BPNT1	Inositol_P	13	301	7e-60
BPNT2	Inositol_P	62	350	9e-39
BPTF	Bromodomain	2937	3018	5.9e-25
BPTF	DDT	241	297	1.3e-16
BPTF	PHD	2869	2917	1.8e-09
BPTF	PHD	393	435	8.9e-08
BPTF	WHIM1	356	380	0.002
BPTF	WSD	456	522	5.3e-08
BRAF	C1	235	280	7.4e-12
BRAF	PK_Tyr_Ser-Thr	458	712	1.1e-63
BRAF	RBD	157	225	3.2e-26
BRAP	BRAP2	155	250	2.3e-35
BRAP	zf-RING	263	304	1.4e-05
BRAP	zf-RING	263	304	2.9e-08
BRAP	zf-UBP	317	376	9.9e-21
BRAT1	HEAT	501	530	3e-05
BRAT1	HEAT	547	574	0.0022
BRAT1	HEAT_EZ	424	471	0.11
BRAWNIN	DUF4516	1	46	4.6e-25
BRCA1	BRCT	1658	1723	1.3e-06
BRCA1	BRCT	1757	1841	2e-09
BRCA1	BRCT_assoc	345	507	2.6e-79
BRCA1	zf-C3HC4	24	64	5.8e-09
BRCA1	zf-C3HC4	24	64	7.2e-07
BRCA2	BRCA2	1005	1033	2.9e-07
BRCA2	BRCA2	1216	1243	3.4e-10
BRCA2	BRCA2	1424	1452	7.6e-09
BRCA2	BRCA2	1522	1548	2.1e-09
BRCA2	BRCA2	1667	1695	1.8e-05
BRCA2	BRCA2	1975	2002	8.8e-10
BRCA2	BRCA2	2055	2082	2.5e-05
BRCA2	BRCA-2_helical	2482	2667	7.7e-100
BRCA2	BRCA-2_OB1	2670	2795	2.7e-41
BRCA2	BRCA-2_OB3	3052	3185	1.7e-53
BRCA2	Terminase_3C	1848	1946	0.00054
BRCA2	Tower	2831	2872	1.2e-19
BRCC3	BRCC36_C	228	308	2.4e-30
BRCC3	JAB	7	148	1.1e-44
BRD1	Bromodomain	572	652	2.9e-24
BRD1	EPL1	47	196	5.7e-34
BRD1	PHD	229	261	9.8e-14
BRD1	PWWP	931	1036	3.3e-13
BRD1	zf-HC5HC2H	270	388	3.9e-37
BRD2	BET	641	703	3.9e-27
BRD2	Bromodomain	353	440	1e-20
BRD2	Bromodomain	86	166	3.6e-18
BRD2	Sigma70_ner	481	556	0.0047
BRD3	BET	571	635	9.5e-28
BRD3	Bromodomain	315	402	6.4e-20
BRD3	Bromodomain	46	126	1.5e-19
BRD4	BET	609	672	6.4e-28
BRD4	BRD4_CDT	1319	1362	2.2e-23
BRD4	Bromodomain	357	444	4.7e-20
BRD4	Bromodomain	70	150	3.6e-20
BRD4	YL1	481	578	0.0061
BRD4	YL1	699	765	3
BRD7	Bromodomain	140	223	2.4e-21
BRD7	DUF3512	299	481	4.5e-72
BRD8	Bromodomain	1116	1193	4.1e-19
BRD8	Bromodomain	724	798	9.5e-21
BRD9	Bromodomain	146	228	3.7e-23
BRD9	DUF3512	287	464	5.7e-55
BRDT	BET	509	572	3.4e-26
BRDT	BRD4_CDT	906	947	7.9e-23
BRDT	Bromodomain	276	362	7.3e-19
BRDT	Bromodomain	39	119	2.1e-21
BRF1	BRF1	450	547	1.2e-26
BRF1	TFIIB	177	269	3.5e-29
BRF1	TFIIB	83	172	9.4e-30
BRF1	TF_Zn_Ribbon	5	45	4.2e-14
BRF2	TFIIB	198	235	0.82
BRF2	TFIIB	67	155	5.4e-05
BRF2	TF_Zn_Ribbon	6	37	1.8e-07
BRI3BP	BRI3BP	50	238	3e-69
BRI3	DUF2367	28	124	5.5e-34
BRICD5	BRICHOS	100	192	1.1e-17
BRINP1	BRINP	306	761	1.5e-165
BRINP1	MACPF	94	159	5.2e-06
BRINP2	BRINP	336	783	3.5e-259
BRINP2	MACPF	93	173	4.8e-06
BRINP3	BRINP	319	766	4.6e-254
BRINP3	MACPF	53	170	3e-07
BRIP1	DEAD	248	415	1.6e-53
BRIP1	Helicase_C	680	866	1.4e-54
BRIP1	ResIII	20	57	1
BRIX1	Brix	67	242	7.1e-39
BRK1	CCDC53	31	67	0.00071
BRME1	Brme1	1	668	0
BRMS1L	Sds3	62	189	5.3e-21
BRMS1	Sds3	61	180	4.5e-15
BROX	BRO1	86	357	1.5e-42
BRPF1	Bromodomain	638	718	2.5e-22
BRPF1	EPL1	106	255	2.7e-34
BRPF1	PHD	288	320	6.8e-15
BRPF1	PWWP	1087	1198	5.4e-14
BRPF1	zf-HC5HC2H	329	447	2.8e-37
BRPF3	Bromodomain	599	679	8.6e-24
BRPF3	EPL1	48	194	7.3e-33
BRPF3	PHD	227	259	2.8e-12
BRPF3	PWWP	1078	1188	3.7e-13
BRPF3	zf-HC5HC2H	268	386	9.2e-36
BRS3	7tm	64	328	3.2e-57
BRSK1	Pkinase	34	284	3.8e-73
BRSK2	Pkinase	19	269	4.9e-72
BRWD1	ANAPC4_WD40	425	471	0.023
BRWD1	Bromodomain	1167	1252	8.9e-17
BRWD1	Bromodomain	1322	1402	2.2e-17
BRWD1	WD40	183	214	2.3e-05
BRWD1	WD40	218	255	0.00024
BRWD1	WD40	262	301	0.0063
BRWD1	WD40	361	395	0.00075
BRWD1	WD40	458	497	0.064
BRWD3	Bromodomain	1148	1232	4.9e-18
BRWD3	Bromodomain	1357	1415	9.8e-11
BRWD3	WD40	176	207	5.7e-06
BRWD3	WD40	212	249	0.00016
BRWD3	WD40	256	295	0.01
BRWD3	WD40	355	391	0.0023
BRWD3	WD40	455	494	0.0014
BRWD3	WD40	510	533	0.57
BSCL2	Seipin	40	241	6.2e-57
BSDC1	BSD	146	203	4.3e-16
BSDC1	BSD	395	414	29
BSG	Ig	220	303	3e-10
BSG	Ig	31	112	5e-12
BSND	Barttin	27	251	2e-122
BSND	Got1	9	50	0.0089
BSN	MIC19_MIC25	2307	2470	1.1e-07
BSN	zf-piccolo	169	226	1.5e-25
BSN	zf-piccolo	464	521	2.4e-27
BSPH1	fn2	45	82	1.8e-11
BSPH1	fn2	90	131	6e-15
BSPRY	PRY	234	281	1.6e-13
BSPRY	SPRY	286	397	3.9e-07
BSPRY	zf-B_box	20	47	0.00018
BST1	Rib_hydrolayse	41	280	4e-108
BST2	BST2	49	136	1.1e-35
BSX	Homeodomain	111	167	7.1e-22
BTAF1	DUF3535	586	1051	2.5e-135
BTAF1	HEAT	1108	1136	0.052
BTAF1	Helicase_C	1640	1744	9.4e-17
BTAF1	SNF2-rel_dom	1284	1585	1.9e-57
BTAF1	TAF6_C	22	59	28
BTAF1	Vac14_Fab1_bd	1162	1215	0.025
BTAF1	Vac14_Fab1_bd	405	483	0.029
BTBD10	BTB	168	273	1.8e-52
BTBD11	Ank	604	670	5.1e-08
BTBD11	Ank	649	714	9.3e-09
BTBD11	BACK	1027	1069	0.011
BTBD11	BTB	916	1020	5.4e-21
BTBD16	BTB	149	203	0.026
BTBD17	BACK	170	268	1.8e-16
BTBD17	BTB	53	159	1.2e-10
BTBD18	BTB	25	121	2.5e-18
BTBD19	BACK	134	235	8.5e-12
BTBD19	BTB	21	125	1.1e-16
BTBD1	BACK	183	283	2.4e-08
BTBD1	BTB	62	174	2.8e-25
BTBD1	PHR	333	481	2.1e-50
BTBD2	BACK	225	326	1.5e-08
BTBD2	BTB	110	216	2.9e-28
BTBD2	PHR	375	524	2.9e-52
BTBD3	BACK	234	300	1.7e-07
BTBD3	BTB	113	219	3.3e-23
BTBD3	PHR	376	521	4.7e-45
BTBD6	BACK	193	262	2.5e-07
BTBD6	BTB	76	182	5.5e-24
BTBD6	PHR	339	484	1.1e-45
BTBD7	BACK	413	478	2.2e-10
BTBD7	BTB	135	232	9.4e-14
BTBD7	BTB	271	396	1e-07
BTBD8	BACK	320	361	0.24
BTBD8	BTB	205	301	1.7e-22
BTBD8	BTB	51	133	1.9e-09
BTBD9	BACK	143	239	4.3e-22
BTBD9	BTB	33	135	6.3e-25
BTBD9	F5_F8_type_C	292	402	4.1e-09
BTBD9	F5_F8_type_C	443	550	1.1e-09
BTC	EGF	69	103	0.0003
BTC	Shisa	120	161	0.0026
BTD	CN_hydrolase	88	274	2.1e-13
BTD	Vanin_C	394	543	1.3e-30
BTF3L4	NAC	36	91	6.6e-27
BTF3	NAC	85	141	9.2e-27
BTG1	BTG	11	125	2.8e-44
BTG2	BTG	9	123	3e-43
BTG3	BTG	1	112	1.4e-41
BTG4	BTG	1	111	1.7e-40
BTK	BTK	141	167	1.3e-12
BTK	PH	5	133	9.3e-12
BTK	PK_Tyr_Ser-Thr	402	650	1.6e-94
BTK	SH2	281	362	2.7e-21
BTK	SH3	220	266	2.3e-16
BTLA	Ig	44	117	7.7e-07
BTN1A1	C2-set	153	222	4.2e-05
BTN1A1	PRY	305	353	6.4e-22
BTN1A1	SPRY	357	463	2.5e-19
BTN1A1	V-set	34	141	2.2e-13
BTN2A1	PRY	330	381	7.5e-23
BTN2A1	SPRY	385	490	1.1e-13
BTN2A1	V-set	38	142	7.6e-13
BTN2A2	PRY	329	377	7e-24
BTN2A2	SPRY	381	489	6.8e-13
BTN2A2	V-set	42	146	8.8e-13
BTN2A3P	PRY	301	349	4.6e-19
BTN2A3P	SPRY	353	463	2.7e-11
BTN2A3P	V-set	37	140	2.4e-13
BTN3A1	C2-set	164	222	0.009
BTN3A1	PRY	342	390	8.5e-21
BTN3A1	SPRY	394	498	7.2e-20
BTN3A1	V-set	37	143	1.3e-11
BTN3A2	V-set	37	143	6e-12
BTN3A3	PRY	342	390	3.6e-19
BTN3A3	SPRY	394	499	3.2e-18
BTN3A3	V-set	37	143	2.2e-11
BTNL10	V-set	41	145	1.7e-08
BTNL2	C2-set	158	227	0.0028
BTNL2	C2-set	374	438	0.004
BTNL2	V-set	252	359	1.8e-10
BTNL2	V-set	36	141	7.7e-14
BTNL3	PRY	290	336	1.1e-13
BTNL3	SPRY	340	447	2.4e-16
BTNL3	V-set	28	131	1.7e-08
BTNL8	I-set	142	217	0.21
BTNL8	PRY	290	336	2.4e-13
BTNL8	SPRY	340	445	2e-14
BTNL8	V-set	25	130	9.7e-09
BTNL9	PRY	330	379	3.2e-13
BTNL9	SPRY	383	486	3.5e-10
BTNL9	V-set	45	143	3.6e-11
BTRC	Beta-TrCP_D	139	177	3.3e-24
BTRC	F-box-like	192	228	6.8e-10
BTRC	WD40	334	369	2.7e-06
BTRC	WD40	419	452	0.00078
BTRC	WD40	458	492	6.5e-05
BTRC	WD40	496	532	7.8e-06
BTRC	WD40	547	581	0.037
BUB1B	Mad3_BUB1_I	57	179	5e-43
BUB1B	Pkinase	823	920	1.3e-06
BUB1	Mad3_BUB1_I	9	126	2.6e-36
BUB1	Pkinase	790	1004	5.3e-16
BUB3	WD40	16	43	0.046
BUB3	WD40	222	262	0.016
BUB3	WD40	94	124	3.4e-05
BUD13	Bud13	460	600	3.4e-49
BUD23	Methyltransf	58	132	1.8e-10
BUD23	WBS_methylT	204	278	2e-16
BUD31	G10	1	143	1e-66
BVES	Popeye	41	266	4.6e-45
BYSL	Bystin	143	430	1.3e-137
BZW1	W2	160	187	8.1
BZW1	W2	338	414	1.1e-20
BZW2	W2	340	415	7e-21
C10orf105	DUF5527	1	133	6.3e-64
C10orf113	DUF5551	1	155	1.6e-104
C10orf120	DUF5520	1	335	5.8e-183
C10orf53	UPF0728	1	89	1.6e-40
C10orf62	DUF5569	1	223	5e-126
C10orf67	DUF4709	286	329	10
C10orf67	DUF4709	70	179	2.1e-46
C10orf67	DUF4724	458	546	3.2e-33
C10orf90	ALMS_motif	569	697	2.3e-50
C10orf90	Centro_C10orf90	52	563	1.5e-268
C11orf16	DUF4537	85	224	2.4e-38
C11orf1	DUF1143	3	149	6.5e-95
C11orf21	DUF4620	20	132	3e-77
C11orf24	DUF5585	1	449	3.3e-195
C11orf40	DUF5552	1	217	2.2e-158
C11orf42	DUF4663	1	331	6.1e-134
C11orf45	DUF5570	23	145	1e-84
C11orf52	DUF4578	1	123	1.7e-68
C11orf53	DUF5566	3	236	5.2e-116
C11orf54	DUF1907	20	303	1.9e-123
C11orf68	DUF1917	155	253	2.4e-15
C11orf71	DUF4687	1	112	5.6e-52
C11orf86	DUF4633	1	114	1.5e-59
C11orf87	CD34_antigen	59	102	0.00018
C11orf91	DUF5529	8	193	2.9e-105
